id|content|labels
Daewoo_DWD_L1212__Opinion_1750086|capacidad ideal familia numeroso lava mejor|4
Daewoo_DWD_L1212__Opinion_2083621|carga frontal control electronico carga brutal consumo electrico|4
Daewoo_DWD_L1212__Opinion_2116116|ahorro energético tamaño grande ropa deportivo programa rapido agua frío reloj digital|3
Daewoo_DWD_M1041__Opinion_1804165|servicio tecnico ropa fino servicio tecnico|1
Daewoo_DWD_M1051U__Opinion_2136912|eficiencia energético función adicional cosa interesante pantalla digital programa rápido mas barato pantalla digital|3
Daewoo_DWD_M1051__Opinion_1995742|centímetro ancho función adicional clasificación energético|3
Daewoo_DWD_M1051__Opinion_2030180|carga froontal control electronico tarifa electricas bloque infantil centrifugado máximo función adicional consumo energético|5
Daewoo_DWD_M1051__Opinion_2035553|calidad malo servicio técnico mas detergente|1
Daewoo_DWD_M1051__Opinion_2082808|carga frontal control electronico programa rapido acero inox mas habitual|4
Daewoo_DWD_M1051__Opinion_2107529| |5
Daewoo_DWD_M1051__Opinion_2131383|piloto rojo lavado igual ropa salio|3
Daewoo_DWD_M1051__Opinion_2138820| |5
Daewoo_DWD_NT1011__Opinion_2085416|carga amplio capacidad medio als lavador grado máximo opción especial mas barato|3
Daewoo_DWD_NT1011__Opinion_2099038|lavadora malisima mes solo lavado completo|1
Daewoo_DWF_600__Opinion_1215802| |3
Daewoo_DWF_600__Opinion_2050541|ruido interno jabon negro año áprox|5
Daewoo_DWF_600__Opinion_803893|espacio libre parte superior pata ajustable diámetro inferior color oscuro color claro arruga posible parte superior forma semicircular agua frío agua caliente ciclo automático programa automático|5
Daewoo_DWF_805_M__Opinion_1076929|formato diferente carga superior estilo americano ropa normal agua fria agua caliente|5
Daewoo_DWF_805_M__Opinion_1273421|detergente específico|1
Daewoo_DWF_805_M__Opinion_1517195|escama negro capa negro carga superior|2
Daewoo_DWF_805_M__Opinion_1637394|pieza completo tuberia anexo ciencia exacto|3
Daewoo_DWF_805_M__Opinion_1701956|verias lavador lavadora normal mas grande|5
Daewoo_DWF_805_M__Opinion_1764041|opinión principal calentador propio boca ancho manta grande carga superior|2
EDESA_L_1036x__Opinion_1723236|lavadora actual carga frontal agua frío ropa delicado cuerno quemao posición especial planchado fácil operación especial nick confergil|5
Edesa_1L_1046__Opinion_1119204|ciaoideas opinable texto ajeno nivel económico unidad familiar salario mínimo beneficio empresarial explotación agrícola economía nacional lavadora automático herramienta cocinil préstamo incobrable éxito inmediato mercado internacional línea blanco cajonera lateral ley físico pieza superior parte superior gama media-alta línea blanco línea primo chapa superior acero inoxidable ropa sucio cosa peor comida reciente torpeza familiar caja blanco cariño materno reparación gratuito mes posterior fuerza mayor transporte gratuito batalla particular empresa fabricante eficiencia energético neófito total indio mormón carga completo depuradora municipal velocidad normal tela delicado filtro autolimpiante testigo luminoso gama media-alta tecla vital aclarado extra león tamaño temperatura medio tecla programador tela delicado tejido blanco color resistente color delicado tejido blanco color resistente color delicado absorción automático tejido delicado tejido blanco color delicado tejido delicado color delicado tejido delicado absorción automático tejido delicado centrifugado suave color delicado humedad interno lavado completo producto descalcificante posdata importante resultado satisfactorio ropa limpio|4
Edesa_2LP_84_N__Opinion_1044923|puerta decorable tecla antiarruga|4
Edesa_2LT_86__Opinion_1037080|opinión anterior casa nuevo carga superior carga superior espacio suficiente número mayor|4
Edesa_2LT_86__Opinion_1150772|carga superior programa rápido consumo eléctrico dosificación necesario carga superior|5
Edesa_2LT_86__Opinion_1601280|estadio posible servicio tecnnico lavadora nuevo servicio tecnico|1
Edesa_2LT_86__Opinion_960976|máquina digno lavadora mejor carga superior espacio libre capacidad máximo lavado principal carga superior agua frío programa normal persona alérgico piel sensible prenda delicado susto inicial servicio técnico malestar inherente ciclo completo agua frío tabla correspondiente ropa delicado lavado corto carga superior lavadora sencillo pantalla digital|4
Edesa_3L_1156__Opinion_2120270|ropa delicado lavadora duradero|4
Edesa_3L_51__Opinion_1264760|dia siguiente mas cercano lavadora mejor|4
Edesa_3L_956__Opinion_1100184|prenda grande lavado diferente prenda delicado grarantía opcional|5
Edesa_4L_1046_IT__Opinion_1042666|carga frontal puerta frontal ropa delicado programa normal ropa resistente carga máximo programa delicado ropa delicado carga máximo carga máximo función complementario ropa blanco ropa delicado tejido especial lavadora fácil zócalo delantero paño húmedo eficacia energético gasto energético|4
Edesa_4L_1046_IT__Opinion_2139252|lavadora integrable puerta similar lavado largo lavadora estupendo|5
Edesa_4L_1046_IT__Opinion_977284|carga frontal puerta frontal eficacia energético gasto energético ropa delicado lavadora práctico tiempo moderno programa normal ropa resistente carga máximo programa delicado ropa delicado carga máximo carga máximo función complementario ropa delicado tejido especial zócalo delantero paño húmedo|5
Edesa_4L_53__Opinion_1209319|marca edesa tambor pequeño deje aceptable programa frio|2
Edesa_4L_956__Opinion_1051819|agua fria temperatura independiente ropa delicado realidad solo acero inox ruido terrible mas tremendo lavadora nuevo|1
Edesa_Dance_L_610__Opinion_1718920|gama inferior mitad electrónico|5
Edesa_Dance_L_610__Opinion_2088814|carga frontal color blanco retardo horario|4
Edesa_Fantasy_620__Opinion_1621414|mas barato|2
Edesa_HOLLY_710__Opinion_2126053|programa normal carga máximo niño pequeño función propio forma directo lavado completo forma normal ruido medio patio bajo|5
Edesa_HOME_L7110__Opinion_2139800|espacio pequeño diseño tradicional color blanco carga frontal lavadora sencillo calificación energético consumo energético carga frontal programa especial energia anual potencia sonoro punto fuerte|4
Edesa_HOME_L7110__Opinion_2140622|aspecto importante mercado nacional factor importante consumo energético lavadora ecológico coste operativo factor determinante|5
Edesa_HOME_L8110__Opinion_2138856|lavadora normal|3
Edesa_HOME_L8110__Opinion_2153059|súper efectivo carga frontal programa especial prenda concreto precio económico|4
Edesa_HOME_LT1006__Opinion_2138075|apertura superior programa rápido capacidad máximo|5
Edesa_HOME_LT1006__Opinion_2138840|marca español lavadora edesa apertura superior programa rápido carga frontal|3
Edesa_HOME_LT1226__Opinion_2140829|espacio justo hueco suficiente empresa fabricante|4
Edesa_LEA_5110__Opinion_1347246|programa corto programa corto|3
Edesa_LEA_6110__Opinion_2093814|carga frontal medida convencional eficiencia energético uso fácil prenda delicado prenda sintético lavado rápido sistema anti función simple|4
Edesa_LID_86__Opinion_1980165|carga frontal puerta grande parte frontal parte superior parte central parte izquierdo parte derecho aclarado extra ciclo corto marca bueno página web opinión personal ciclo normal parte delantero cajón correspondiente nave espacial piso pequeño experiencia personal|2
Edesa_LS_486__Opinion_1106022|hijo mayor confianza total lavado normal agua frío lavado corto lavado normal color delicado lavado normal color sólido lavado normal color sólido suciedad normal lavado normal color sólido lavado delicado agua frío color delicado lavado delicado color delicado lavado delicado color delicado suciedad normal lavado delicado algodon blanco suciedad normal lana frío agua frío lana blanco programa duro lavado clásico aclarado extra aclarado extra|5
Edesa_LT_208__Opinion_1163372|carga superior resuiltado estupendo cosa nuevo carga superior carga frontal carga frontal carga superior función normal lavadora medio programa normal|5
Edesa_LT_310__Opinion_1268717|carga superior|4
Edesa_LT_51__Opinion_1300609|lavadora normal lavadora estrecho carga superior clasificación energético|4
Edesa_LT_53__Opinion_1152516|vida diario carga pequeño marca español ahorro energético vez diario|5
Edesa_L_1015__Opinion_1282928|lavadora antiguo|1
Edesa_L_2086__Opinion_1008247|calificación energetica familia pequeño tenia anterior carga máximo ruido molesto|4
Edesa_L_2086__Opinion_1035381|consumo energetico color gris ele ctrodomesticos caracteristicas similar blanco salio|3
Edesa_L_2086__Opinion_1795720|parte frontal polvo detergente familia numeroso|4
Edesa_L_2086__Opinion_1810432|servicio técnico placa electrónico|1
Edesa_L_2106__Opinion_1131315|marca impronunciable carga superior carga frontal trasto viejo neurona masculino carga frontal estridencia electrónico duda existencial lavadora práctico acero inoxidable|4
Edesa_L_2106__Opinion_1367541|eficiencia energético blanco original eficiencia energético calefacción eléctrico tarifa eléctrico lavadora sencillo|4
Edesa_L_2106__Opinion_1665326|mía actual modelo equiparable alma caritativo|4
Edesa_L_3126__Opinion_2126792|electrodómestico básico rendimiento excepcional carga frontal medida convencional eficiencia energético función simple|4
Edesa_L_632_D__Opinion_1074286|carga frontal eficiencia energético parte frontal color resistente color delicado centrifugado suave programador mecánico programa corto tiempo restante lavado perfecto cantidad máximo ropa blanco prenda blanco funda especial|5
Edesa_L_836__Opinion_1298582|parte superior modo semiseco energía eléctrico silencio relativo agrán lavador|5
Edesa_L_836__Opinion_1303382|lavado extenso|5
Edesa_L_836__Opinion_1328052| |4
Edesa_L_860_G__Opinion_1138720|lavarropas viejo hase solo lavarropa vueno mas importante hase solo|5
Edesa_L_956_T__Opinion_1048209| |5
Edesa_PLAT_L1016S__Opinion_1997917|color blanco calidad medio programa corto|4
Edesa_ROMAN_L1017__Opinion_2009077|carga frontal aspecto fisico mas pequeño|5
Edesa_ROMAN_L1017__Opinion_2138861|carga frontal diseño moderno tecnicas basicas calificación energético eficiencia intermedio lavadora reciente|3
Edesa_ROMAN_L1026__Opinion_1545648|calidad inmejorable carga variable rueda independiente programa normal programa rapido aparato problematico|5
Edesa_ROMAN_L1026__Opinion_1545993|color verde color naranja color verde modelo anterior carga variable acero inoxidable programa antiarruga hora ideal tarifación nocturno programa básico prenda sinteticas lavado rápido tiempo restante mancha dificiles gente joven aspecto novedoso|5
Edesa_ROMAN_L1026__Opinion_1553460|gama blanco gama gris nota discordante color blanco carga frontal función extra planchado fácil lavado intensivo planchado fácil mínimo posible espacio mejor potencia total programa especial programa especial retardo horario apertura total filtro autolimpiante acceso fácil seguridad antidesbordamiento|5
Edesa_ROMAN_L1026__Opinion_1638314|carga frontal esdades pequeño compraria gustoso entrada frontal estaria barbaro|3
Edesa_ROMAN_L1026__Opinion_1639997|tecnica clasica rendimiento eficas mas minima recomendacion exitoso|5
Edesa_ROMAN_L1026__Opinion_1640562|servicio técnico compra caro cantidad fuerte lavadora duradero|1
Edesa_ROMAN_L1026__Opinion_1694362|seguridad antidesbordamiento carga variable|4
Edesa_ROMAN_L1026__Opinion_1851362|factor predominante tiempo recomendable|5
Edesa_ROMAN_L1026__Opinion_2119062| |1
Edesa_ROMAN_LT1227__Opinion_1998566|lavadora junto compañía español impacto medioambiental ahorro energético aclarado extra carga superior persona mayor forma frontal carga superior carga superior tapa superior puerta grande funcionamiento normal lavadora frontal lavadora sencillo ropa limpio carga superior servicio técnico servicio técnico lavadora nuevo gente mayor carga lateral|1
Edesa_Roman_LI_1047__Opinion_1772950|cocina integrable gama medio gama alto centro comercial tarifa electrica discriminacion horario tiempo restante|4
Edesa_Sport_Classic__Opinion_1774696|diseño actual zona derecho agua proporcional|5
Edesa_Sport_LT_1226__Opinion_2094938|aspecto básico eficiencia energético servicio técnico carga superior velocidad máximo carga máximo forma voluntario programa rápido facilidad especial planchado fácil clase energético potencia total llenado superior llenado frontal opción superior|4
Edesa_Sport_L_1248__Opinion_1621411|dibujo amarillo producto normal resultado final zocalo inferior|2
Edesa_Sunny_610__Opinion_1975207|color blanco|3
Edesa_Sunny_610__Opinion_2025721|cliente contento móvil directo|5
Edesa_URBAN_L6210__Opinion_2091649|marca español gama medio tecnicas basicas carga frontal gama medio carga bueno lavado rapido r.p.m. maximo modelo independiente mas barato|4
Edesa_URBAN_L6210__Opinion_2138854|empresa español marca español electrodoméstico español servicio técnico gama medio tecnicas basicas|3
Edesa_URBAN_L7210__Opinion_2135702|programa especial ropa oscuro color oscuro ropa limpio aclarado extra|5
Edesa_URBAN_L7210__Opinion_2138813|mas caro programa especial ropa oscuro color oscuro lavadora mediano carga frontal calificación energético|3
Edesa_URBAN_LI6210__Opinion_2088399|marca español gama medio carga frontal carga aceptable lavado rapido lavadora integrable|4
Edesa_URBAN_LI7210__Opinion_2093475|carga frontal carga inferior programa especial ropa oscuro aclarado extra parte superior tiempo restante|4
Edesa_ZEN_L1017__Opinion_2136034|precio estupendo color blanco color amarillo agua frío arranque mejor|5
Edesa_ZEN_L1048__Opinion_2020461|ropa delicado|4
Edesa_ZEN_L1048__Opinion_2020493|programa especial prenda delicado mas facil|4
Edesa_ZEN_L1217__Opinion_2004919|carga frontal carga máximo pantalla digital plasto señor ahorro eléctrico lavado completo|4
Edesa_ZEN_L5110__Opinion_2092350|funcionalidad excelente consumo energético aclarado anticaloría|4
Edesa_ZEN_L6110__Opinion_2053134|lavadora zen mas rapida|3
Edesa_ZEN_L6110__Opinion_2084139|diferencia apreciable eficiencia energético máximo posible velocidad menor|4
Edesa_ZEN_L6210__Opinion_2094257|ropa impecable agua caliente família numeroso|4
Edesa_ZEN_L6212__Opinion_2085407|carga frontal clasificación energético capacidad máximo filtro fácil humedad residual característica interesante|5
Edesa_ZEN_L7110__Opinion_2084082|fabricante español carga frontal lavado corto ropa oscuro|4
